66.56,66.56,17.55,17.12,77.55
66.67,66.67,16.59,19.42,83.41
67.48,67.48,22.34,16.55,79.83
67.77,67.77,30.31,20.11,79.75
67.55,67.55,27.48,18.63,83.30
65.62,65.62,23.37,16.47,74.14
64.15,64.15,32.20,15.78,79.78
65.56,65.56,32.71,16.01,80.53
62.17,62.17,27.55,12.30,68.64
65.90,65.90,17.80,14.08,76.76
71.17,71.17,23.66,9.77,73.64
75.15,75.15,24.17,8.31,75.66
75.12,75.12,27.05,8.40,74.68
73.94,73.94,19.96,9.21,69.41
70.80,70.80,15.49,13.09,79.11
68.49,68.49,22.76,15.28,77.38
67.69,67.69,18.62,16.92,70.58
66.43,66.43,24.29,16.78,78.03
65.71,65.71,28.34,16.55,76.41
65.75,65.75,28.12,15.19,71.43
64.51,64.51,26.37,13.08,72.48
63.88,63.88,23.61,9.50,71.87
65.92,65.92,20.18,15.09,74.45
67.90,67.90,19.81,12.49,73.20
67.42,67.42,31.55,12.54,70.69
64.06,64.06,27.36,11.91,73.77
66.84,66.84,25.33,12.92,73.15
71.61,71.61,37.20,13.63,77.08
69.94,69.94,36.00,16.07,78.79
66.29,66.29,28.95,12.98,77.41
67.69,67.69,36.58,13.13,75.79
65.40,65.40,26.67,14.82,77.83
66.26,66.26,31.39,11.62,74.01
68.20,68.20,26.63,10.54,76.83
66.56,66.56,26.87,7.50,72.85
66.32,66.32,28.27,7.38,76.43
69.42,69.42,31.58,11.91,74.50
72.42,72.42,30.39,20.12,74.39
72.75,72.75,30.60,23.90,79.32
65.69,65.69,31.81,27.12,71.92
66.38,66.38,32.38,25.82,77.82
67.33,67.33,29.84,19.16,77.89
69.99,69.99,32.92,26.67,72.10
72.07,72.07,31.59,23.40,78.39
71.95,71.95,33.26,22.29,76.32
70.37,70.37,33.18,17.33,70.13
73.71,73.71,32.82,23.24,74.35
73.37,73.37,33.52,24.18,82.28
73.16,73.16,33.41,22.42,82.13
73.04,73.04,30.68,21.53,81.73
70.50,70.50,30.96,23.86,83.27
71.56,71.56,17.36,18.75,83.10
73.78,73.78,15.34,19.65,82.84
74.69,74.69,18.78,26.31,82.81
75.45,75.45,27.65,30.71,83.48
76.24,76.24,27.56,30.51,84.06
77.09,77.09,31.55,28.34,84.07
77.48,77.48,25.03,28.11,84.05
75.80,75.80,21.78,22.46,83.20
74.91,74.91,26.82,25.45,82.08
71.23,71.23,16.64,27.46,81.18
68.95,68.95,21.87,23.33,79.65
66.31,66.31,23.67,17.23,77.50
66.20,66.20,25.57,13.45,76.99
64.41,64.41,32.46,12.04,75.60
66.26,66.26,37.99,17.84,76.95
68.30,68.30,28.60,17.28,76.83
66.92,66.92,36.44,16.22,76.10
68.54,68.54,31.35,19.61,74.90
72.74,72.74,31.06,22.66,77.44
74.08,74.08,35.22,26.01,79.04
75.30,75.30,33.83,23.06,78.58
76.45,76.45,31.82,22.44,78.49
76.48,76.48,28.86,28.83,79.51
74.76,74.76,33.59,27.21,80.14
72.79,72.79,32.94,22.96,78.97
70.34,70.34,25.65,25.56,79.94
68.85,68.85,26.06,23.95,80.24
68.91,68.91,25.93,25.36,79.01
71.97,71.97,27.85,25.02,80.53
73.46,73.46,30.70,32.47,80.13
73.50,73.50,30.90,28.63,79.32
73.29,73.29,32.50,28.82,79.99
73.62,73.62,41.44,23.95,79.47
69.33,69.33,46.48,23.17,77.69
72.40,72.40,46.62,22.34,77.79
72.39,72.39,48.84,13.19,74.65
70.53,70.53,49.08,16.55,74.07
70.87,70.87,38.52,15.12,75.46
72.75,72.75,37.97,16.18,74.01
71.42,71.42,39.98,21.08,75.93
71.77,71.77,38.31,18.32,77.49
66.20,66.20,34.80,13.07,77.51
67.58,67.58,31.49,23.09,78.58
70.45,70.45,29.62,16.04,78.83
70.58,70.58,31.40,16.75,78.41
69.52,69.52,32.35,18.87,76.92
65.79,65.79,31.87,22.85,77.60
65.70,65.70,35.35,22.27,77.82
67.33,67.33,37.47,18.16,77.04
68.76,68.76,31.11,14.34,78.71
70.74,70.74,43.06,15.96,76.57
72.69,72.69,44.51,18.31,74.61
75.69,75.69,36.56,15.23,78.09
75.63,75.63,37.81,13.70,76.80
76.84,76.84,38.61,18.89,72.97
75.94,75.94,30.06,18.81,71.37
76.29,76.29,26.25,23.15,74.68
74.48,74.48,26.35,23.23,74.03
73.94,73.94,30.39,19.51,73.58
73.77,73.77,29.50,22.22,75.82
72.35,72.35,28.41,21.01,76.18
70.33,70.33,23.68,17.94,74.83
74.90,74.90,23.00,18.15,76.42
73.13,73.13,22.83,21.65,76.47
73.91,73.91,24.38,14.55,77.69
75.86,75.86,25.78,16.85,78.28
73.67,73.67,24.10,13.09,77.89
72.43,72.43,29.36,14.57,77.05
72.09,72.09,33.86,9.74,77.48
68.19,68.19,40.01,18.65,74.64
69.72,69.72,38.28,15.71,79.04
69.03,69.03,28.56,17.83,75.57
67.14,67.14,30.41,14.66,74.26
71.18,71.18,29.67,13.61,72.83
70.90,70.90,23.23,19.41,72.95
70.14,70.14,29.57,19.08,72.95
73.25,73.25,20.08,19.57,71.67
75.61,75.61,24.82,12.29,72.71
74.63,74.63,27.32,22.86,73.25
76.20,76.20,28.06,22.11,74.93
75.88,75.88,17.80,24.14,74.61
75.18,75.18,23.01,30.36,75.34
74.30,74.30,24.25,25.76,75.32
70.89,70.89,24.86,26.49,76.16
71.19,71.19,25.44,23.27,75.81
71.13,71.13,23.75,18.26,75.51
74.97,74.97,29.26,19.43,75.12
75.15,75.15,37.43,22.18,76.04
77.08,77.08,37.80,23.30,76.59
78.32,78.32,28.94,16.61,74.93
78.20,78.20,36.00,16.11,74.47
78.20,78.20,36.70,19.48,70.92
77.28,77.28,26.88,13.31,70.46
74.43,74.43,23.21,11.17,71.03
67.82,67.82,23.99,18.75,72.10
69.12,69.12,29.20,17.74,71.82
73.97,73.97,29.01,17.74,73.28
75.77,75.77,30.21,15.12,72.92
74.69,74.69,26.99,11.41,71.93
74.24,74.24,28.66,16.68,74.67
74.14,74.14,34.48,15.48,74.70
71.91,71.91,30.69,12.16,72.14
69.76,69.76,34.56,12.88,76.58
67.54,67.54,42.87,20.34,80.89
69.74,69.74,40.74,18.84,78.15
70.90,70.90,34.72,18.04,75.92
71.68,71.68,35.91,20.04,76.71
70.22,70.22,37.45,25.28,77.64
70.58,70.58,33.68,23.82,75.85
73.02,73.02,29.90,21.08,74.43
75.19,75.19,36.64,27.38,74.37
73.83,73.83,37.55,27.99,75.01
70.76,70.76,30.08,24.48,75.02
72.11,72.11,31.98,22.30,75.05
71.05,71.05,32.91,22.86,77.13
69.98,69.98,31.57,29.12,77.25
69.22,69.22,26.24,26.69,78.91
71.47,71.47,30.66,27.11,80.06
73.23,73.23,32.78,30.95,80.61
74.62,74.62,30.64,24.82,80.75
74.52,74.52,33.88,21.98,80.98
76.87,76.87,42.58,29.48,80.54
74.35,74.35,42.10,27.29,76.87
74.86,74.86,42.29,22.86,78.39
72.56,72.56,38.22,18.58,75.44
73.42,73.42,35.01,26.45,80.42
68.08,68.08,35.11,32.56,74.75
68.37,68.37,38.65,29.08,74.84
72.04,72.04,30.21,23.26,76.52
75.22,75.22,41.98,25.55,76.24
71.14,71.14,45.51,30.17,73.78
72.47,72.47,45.16,30.26,73.54
73.04,73.04,33.64,25.45,75.66
72.37,72.37,27.64,15.53,74.73
72.86,72.86,34.21,25.73,72.08
73.00,73.00,33.09,28.07,75.69
70.31,70.31,30.13,27.20,78.20
70.05,70.05,31.19,21.90,76.22
68.69,68.69,36.67,28.18,75.88
69.27,69.27,41.86,27.35,79.93
65.07,65.07,38.90,23.66,72.82
69.74,69.74,35.55,17.96,77.94
70.03,70.03,41.79,15.05,77.32
68.72,68.72,42.50,8.57,75.19
70.01,70.01,40.53,7.05,75.88
70.00,70.00,38.32,8.23,79.39
72.81,72.81,29.61,15.61,82.57
67.54,67.54,32.84,18.56,82.45
70.31,70.31,35.85,17.47,83.47
69.28,69.28,33.05,15.48,82.31
68.89,68.89,31.86,19.70,86.93
66.92,66.92,35.35,24.54,85.18
68.43,68.43,32.84,19.45,86.18
70.28,70.28,27.60,13.77,81.54
66.70,66.70,27.45,17.66,81.55
66.54,66.54,25.36,15.61,81.19
66.54,66.54,37.04,18.32,83.16
70.28,70.28,40.24,15.79,79.90
71.02,71.02,38.21,10.31,78.60
72.63,72.63,29.87,3.60,77.89
69.96,69.96,36.07,8.72,77.03
69.80,69.80,36.77,11.79,72.46
72.22,72.22,36.93,8.47,75.35
72.15,72.15,35.08,8.16,76.34
71.70,71.70,30.28,13.13,76.09
71.11,71.11,27.16,11.84,74.25
72.81,72.81,28.86,15.48,75.78
65.04,65.04,22.18,18.30,73.40
69.50,69.50,21.13,14.87,74.64
72.30,72.30,25.20,17.65,73.15
72.38,72.38,22.02,22.69,73.28
72.55,72.55,24.20,23.33,75.67
70.51,70.51,29.21,16.87,76.25
70.20,70.20,33.11,24.58,78.85
66.75,66.75,27.92,28.40,75.36
69.54,69.54,28.53,24.10,78.85
70.02,70.02,33.90,16.97,78.37
71.78,71.78,31.59,27.54,79.77
74.71,74.71,27.39,27.85,77.43
73.00,73.00,28.70,34.17,82.22
73.43,73.43,33.39,32.31,78.27
71.23,71.23,34.99,32.60,82.53
69.16,69.16,34.30,25.30,79.90
71.05,71.05,32.64,29.95,83.78
72.25,72.25,27.13,25.85,82.34
75.02,75.02,25.18,30.05,83.16
75.01,75.01,26.22,28.85,81.41
74.91,74.91,22.98,30.15,82.79
74.75,74.75,23.65,29.37,78.02
75.71,75.71,26.40,27.48,80.33
75.14,75.14,18.04,27.71,74.70
